event_id,device_id,timestamp,temperature,humidity,battery,status,source
evt_20260516_124631903557,sensor_aula_01,2026-05-16T12:46:31,21.50,25.00,100.00,OK,arduino_serial
evt_20260516_124634928482,sensor_aula_01,2026-05-16T12:46:34,21.50,25.00,100.00,OK,arduino_serial
evt_20260516_124637953373,sensor_aula_01,2026-05-16T12:46:37,21.50,25.00,100.00,OK,arduino_serial
evt_20260516_124640977153,sensor_aula_01,2026-05-16T12:46:40,21.70,25.00,100.00,OK,arduino_serial
evt_20260516_124644002303,sensor_aula_01,2026-05-16T12:46:44,21.50,25.00,100.00,OK,arduino_serial
evt_20260516_124647027438,sensor_aula_01,2026-05-16T12:46:47,21.50,25.00,100.00,OK,arduino_serial
evt_20260516_124650051326,sensor_aula_01,2026-05-16T12:46:50,21.50,25.00,100.00,OK,arduino_serial
evt_20260516_124812364547,sensor_aula_01,2026-05-16T12:48:12,21.50,25.00,100.00,OK,arduino_serial
evt_20260516_124815389989,sensor_aula_01,2026-05-16T12:48:15,21.50,25.00,100.00,OK,arduino_serial
evt_20260516_124818413677,sensor_aula_01,2026-05-16T12:48:18,21.60,25.00,100.00,OK,arduino_serial
evt_20260516_124821438363,sensor_aula_01,2026-05-16T12:48:21,21.70,25.00,100.00,OK,arduino_serial
evt_20260516_124824462877,sensor_aula_01,2026-05-16T12:48:24,21.60,25.00,100.00,OK,arduino_serial
evt_20260516_124827487425,sensor_aula_01,2026-05-16T12:48:27,21.50,25.00,100.00,OK,arduino_serial
evt_20260516_124830511680,sensor_aula_01,2026-05-16T12:48:30,21.50,25.00,100.00,OK,arduino_serial
evt_20260516_124833536685,sensor_aula_01,2026-05-16T12:48:33,21.60,25.00,100.00,OK,arduino_serial
evt_20260516_124836561232,sensor_aula_01,2026-05-16T12:48:36,21.60,25.00,100.00,OK,arduino_serial
evt_20260516_124839585669,sensor_aula_01,2026-05-16T12:48:39,21.60,25.00,100.00,OK,arduino_serial
evt_20260516_124842610269,sensor_aula_01,2026-05-16T12:48:42,21.60,25.00,100.00,OK,arduino_serial
evt_20260516_124845635182,sensor_aula_01,2026-05-16T12:48:45,21.60,25.00,100.00,OK,arduino_serial
evt_20260516_124848659237,sensor_aula_01,2026-05-16T12:48:48,21.60,25.00,100.00,OK,arduino_serial
evt_20260516_124851684097,sensor_aula_01,2026-05-16T12:48:51,21.60,25.00,100.00,OK,arduino_serial
evt_20260516_124854708435,sensor_aula_01,2026-05-16T12:48:54,21.60,25.00,100.00,OK,arduino_serial
evt_20260516_124857733486,sensor_aula_01,2026-05-16T12:48:57,21.60,25.00,100.00,OK,arduino_serial
evt_20260516_124900757165,sensor_aula_01,2026-05-16T12:49:00,21.70,25.00,100.00,OK,arduino_serial
evt_20260516_124903782290,sensor_aula_01,2026-05-16T12:49:03,21.70,25.00,100.00,OK,arduino_serial
evt_20260516_124906806067,sensor_aula_01,2026-05-16T12:49:06,21.80,25.00,100.00,OK,arduino_serial
evt_20260516_124909831608,sensor_aula_01,2026-05-16T12:49:09,21.70,25.00,100.00,OK,arduino_serial
evt_20260516_124912855607,sensor_aula_01,2026-05-16T12:49:12,21.70,25.00,100.00,OK,arduino_serial
evt_20260516_124915880604,sensor_aula_01,2026-05-16T12:49:15,21.70,25.00,100.00,OK,arduino_serial
evt_20260516_124918904940,sensor_aula_01,2026-05-16T12:49:18,21.70,24.00,100.00,OK,arduino_serial
evt_20260516_124921929109,sensor_aula_01,2026-05-16T12:49:21,21.80,24.00,100.00,OK,arduino_serial
evt_20260516_124924953458,sensor_aula_01,2026-05-16T12:49:24,21.70,24.00,100.00,OK,arduino_serial
evt_20260516_124927978411,sensor_aula_01,2026-05-16T12:49:27,21.80,24.00,100.00,OK,arduino_serial
evt_20260516_124931002486,sensor_aula_01,2026-05-16T12:49:31,21.80,24.00,100.00,OK,arduino_serial
evt_20260516_124934026966,sensor_aula_01,2026-05-16T12:49:34,21.80,24.00,100.00,OK,arduino_serial
evt_20260516_124937051471,sensor_aula_01,2026-05-16T12:49:37,21.80,24.00,100.00,OK,arduino_serial
evt_20260516_124940076345,sensor_aula_01,2026-05-16T12:49:40,21.80,24.00,100.00,OK,arduino_serial
evt_20260516_124943101354,sensor_aula_01,2026-05-16T12:49:43,21.80,24.00,100.00,OK,arduino_serial
evt_20260516_124946125602,sensor_aula_01,2026-05-16T12:49:46,21.80,24.00,100.00,OK,arduino_serial
evt_20260516_124949150202,sensor_aula_01,2026-05-16T12:49:49,21.80,24.00,100.00,OK,arduino_serial
evt_20260516_124952174638,sensor_aula_01,2026-05-16T12:49:52,21.90,24.00,100.00,OK,arduino_serial
evt_20260516_124955199698,sensor_aula_01,2026-05-16T12:49:55,21.80,24.00,100.00,OK,arduino_serial
evt_20260516_124958223837,sensor_aula_01,2026-05-16T12:49:58,21.90,24.00,100.00,OK,arduino_serial
evt_20260516_125001249291,sensor_aula_01,2026-05-16T12:50:01,21.80,24.00,100.00,OK,arduino_serial
evt_20260516_125004273020,sensor_aula_01,2026-05-16T12:50:04,21.80,24.00,100.00,OK,arduino_serial
evt_20260516_125007298200,sensor_aula_01,2026-05-16T12:50:07,21.80,24.00,100.00,OK,arduino_serial
evt_20260516_125010323275,sensor_aula_01,2026-05-16T12:50:10,21.80,24.00,100.00,OK,arduino_serial
evt_20260516_125013347028,sensor_aula_01,2026-05-16T12:50:13,21.80,24.00,100.00,OK,arduino_serial
evt_20260516_125016371701,sensor_aula_01,2026-05-16T12:50:16,21.80,24.00,100.00,OK,arduino_serial
evt_20260516_125019396603,sensor_aula_01,2026-05-16T12:50:19,21.90,24.00,100.00,OK,arduino_serial
evt_20260516_125022421696,sensor_aula_01,2026-05-16T12:50:22,21.90,24.00,100.00,OK,arduino_serial
evt_20260516_125025445939,sensor_aula_01,2026-05-16T12:50:25,21.90,24.00,100.00,OK,arduino_serial
evt_20260516_125028470970,sensor_aula_01,2026-05-16T12:50:28,21.90,24.00,100.00,OK,arduino_serial
evt_20260516_125031495469,sensor_aula_01,2026-05-16T12:50:31,21.90,24.00,100.00,OK,arduino_serial
evt_20260516_125034520061,sensor_aula_01,2026-05-16T12:50:34,21.90,24.00,100.00,OK,arduino_serial
evt_20260516_125037544423,sensor_aula_01,2026-05-16T12:50:37,21.90,24.00,100.00,OK,arduino_serial
evt_20260516_125040568980,sensor_aula_01,2026-05-16T12:50:40,22.00,24.00,100.00,OK,arduino_serial
evt_20260516_125043593971,sensor_aula_01,2026-05-16T12:50:43,22.10,24.00,100.00,OK,arduino_serial
evt_20260516_125046618662,sensor_aula_01,2026-05-16T12:50:46,21.90,24.00,100.00,OK,arduino_serial
evt_20260516_125049642961,sensor_aula_01,2026-05-16T12:50:49,22.00,24.00,100.00,OK,arduino_serial
evt_20260516_125052668344,sensor_aula_01,2026-05-16T12:50:52,21.90,24.00,100.00,OK,arduino_serial
evt_20260516_125055692006,sensor_aula_01,2026-05-16T12:50:55,21.90,24.00,100.00,OK,arduino_serial
evt_20260516_125058717432,sensor_aula_01,2026-05-16T12:50:58,21.90,24.00,100.00,OK,arduino_serial
evt_20260516_125104766768,sensor_aula_01,2026-05-16T12:51:04,21.90,24.00,100.00,OK,arduino_serial
evt_20260516_125107791022,sensor_aula_01,2026-05-16T12:51:07,22.10,24.00,100.00,OK,arduino_serial
evt_20260516_125110815864,sensor_aula_01,2026-05-16T12:51:10,21.90,24.00,100.00,OK,arduino_serial
evt_20260516_125113840667,sensor_aula_01,2026-05-16T12:51:13,22.00,24.00,100.00,OK,arduino_serial
evt_20260516_125116865046,sensor_aula_01,2026-05-16T12:51:16,21.90,24.00,100.00,OK,arduino_serial
evt_20260516_125119889421,sensor_aula_01,2026-05-16T12:51:19,22.00,24.00,100.00,OK,arduino_serial
evt_20260516_125122914253,sensor_aula_01,2026-05-16T12:51:22,22.00,24.00,100.00,OK,arduino_serial
evt_20260516_125125938533,sensor_aula_01,2026-05-16T12:51:25,22.00,24.00,100.00,OK,arduino_serial
evt_20260516_125128963355,sensor_aula_01,2026-05-16T12:51:28,22.00,24.00,100.00,OK,arduino_serial
evt_20260516_125131988714,sensor_aula_01,2026-05-16T12:51:31,22.00,24.00,100.00,OK,arduino_serial
evt_20260516_125135012845,sensor_aula_01,2026-05-16T12:51:35,22.00,24.00,100.00,OK,arduino_serial
evt_20260516_125138037213,sensor_aula_01,2026-05-16T12:51:38,22.00,24.00,100.00,OK,arduino_serial
evt_20260516_125141062165,sensor_aula_01,2026-05-16T12:51:41,22.00,24.00,100.00,OK,arduino_serial
evt_20260516_125144086875,sensor_aula_01,2026-05-16T12:51:44,22.10,24.00,100.00,OK,arduino_serial
evt_20260516_125147111891,sensor_aula_01,2026-05-16T12:51:47,22.00,24.00,100.00,OK,arduino_serial
evt_20260516_125150135689,sensor_aula_01,2026-05-16T12:51:50,22.00,24.00,100.00,OK,arduino_serial
evt_20260516_125153161583,sensor_aula_01,2026-05-16T12:51:53,22.00,24.00,100.00,OK,arduino_serial
evt_20260516_125156184812,sensor_aula_01,2026-05-16T12:51:56,22.00,24.00,100.00,OK,arduino_serial
evt_20260516_125205259330,sensor_aula_01,2026-05-16T12:52:05,22.10,24.00,100.00,OK,arduino_serial
evt_20260516_125208283890,sensor_aula_01,2026-05-16T12:52:08,22.00,24.00,100.00,OK,arduino_serial
evt_20260516_125211308229,sensor_aula_01,2026-05-16T12:52:11,22.00,24.00,100.00,OK,arduino_serial
evt_20260516_125214332999,sensor_aula_01,2026-05-16T12:52:14,22.00,24.00,100.00,OK,arduino_serial
evt_20260516_125217357872,sensor_aula_01,2026-05-16T12:52:17,22.10,24.00,100.00,OK,arduino_serial
evt_20260516_125220382685,sensor_aula_01,2026-05-16T12:52:20,22.00,24.00,100.00,OK,arduino_serial
evt_20260516_125302073420,sensor_aula_01,2026-05-16T12:53:02,22.00,24.00,100.00,OK,arduino_serial
evt_20260516_125305097847,sensor_aula_01,2026-05-16T12:53:05,22.00,24.00,100.00,OK,arduino_serial
evt_20260516_125308122513,sensor_aula_01,2026-05-16T12:53:08,22.20,24.00,100.00,OK,arduino_serial
evt_20260516_125311147022,sensor_aula_01,2026-05-16T12:53:11,22.10,24.00,100.00,OK,arduino_serial
evt_20260516_125314171771,sensor_aula_01,2026-05-16T12:53:14,22.10,24.00,100.00,OK,arduino_serial
evt_20260516_125317195901,sensor_aula_01,2026-05-16T12:53:17,22.00,24.00,100.00,OK,arduino_serial
evt_20260516_125320220849,sensor_aula_01,2026-05-16T12:53:20,22.00,24.00,100.00,OK,arduino_serial
evt_20260516_125323245412,sensor_aula_01,2026-05-16T12:53:23,22.10,24.00,100.00,OK,arduino_serial
evt_20260516_125326270019,sensor_aula_01,2026-05-16T12:53:26,22.00,23.00,100.00,OK,arduino_serial
evt_20260516_125329294646,sensor_aula_01,2026-05-16T12:53:29,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125332319744,sensor_aula_01,2026-05-16T12:53:32,22.00,23.00,100.00,OK,arduino_serial
evt_20260516_125335344678,sensor_aula_01,2026-05-16T12:53:35,22.00,23.00,100.00,OK,arduino_serial
evt_20260516_125338369209,sensor_aula_01,2026-05-16T12:53:38,22.00,23.00,100.00,OK,arduino_serial
evt_20260516_125341393524,sensor_aula_01,2026-05-16T12:53:41,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_125344418349,sensor_aula_01,2026-05-16T12:53:44,22.00,23.00,100.00,OK,arduino_serial
evt_20260516_125347443483,sensor_aula_01,2026-05-16T12:53:47,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125350467518,sensor_aula_01,2026-05-16T12:53:50,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125353492362,sensor_aula_01,2026-05-16T12:53:53,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_125356517034,sensor_aula_01,2026-05-16T12:53:56,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125359541356,sensor_aula_01,2026-05-16T12:53:59,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125402566007,sensor_aula_01,2026-05-16T12:54:02,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_125405591075,sensor_aula_01,2026-05-16T12:54:05,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125408614974,sensor_aula_01,2026-05-16T12:54:08,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125411639687,sensor_aula_01,2026-05-16T12:54:11,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125414664871,sensor_aula_01,2026-05-16T12:54:14,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125417689441,sensor_aula_01,2026-05-16T12:54:17,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125420714105,sensor_aula_01,2026-05-16T12:54:20,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_125423738604,sensor_aula_01,2026-05-16T12:54:23,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_125426763405,sensor_aula_01,2026-05-16T12:54:26,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125429788098,sensor_aula_01,2026-05-16T12:54:29,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125432812578,sensor_aula_01,2026-05-16T12:54:32,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_125435837443,sensor_aula_01,2026-05-16T12:54:35,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125438862041,sensor_aula_01,2026-05-16T12:54:38,22.00,23.00,100.00,OK,arduino_serial
evt_20260516_125441886042,sensor_aula_01,2026-05-16T12:54:41,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_125444911649,sensor_aula_01,2026-05-16T12:54:44,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_125447936346,sensor_aula_01,2026-05-16T12:54:47,22.00,23.00,100.00,OK,arduino_serial
evt_20260516_125450960152,sensor_aula_01,2026-05-16T12:54:50,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_125453984544,sensor_aula_01,2026-05-16T12:54:53,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125457009207,sensor_aula_01,2026-05-16T12:54:57,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125500034413,sensor_aula_01,2026-05-16T12:55:00,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125503060020,sensor_aula_01,2026-05-16T12:55:03,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125506083860,sensor_aula_01,2026-05-16T12:55:06,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_125509108718,sensor_aula_01,2026-05-16T12:55:09,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125512133123,sensor_aula_01,2026-05-16T12:55:12,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125515157386,sensor_aula_01,2026-05-16T12:55:15,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125518181969,sensor_aula_01,2026-05-16T12:55:18,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_125521207119,sensor_aula_01,2026-05-16T12:55:21,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125524231395,sensor_aula_01,2026-05-16T12:55:24,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125527256627,sensor_aula_01,2026-05-16T12:55:27,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125530281133,sensor_aula_01,2026-05-16T12:55:30,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125533305399,sensor_aula_01,2026-05-16T12:55:33,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125536330111,sensor_aula_01,2026-05-16T12:55:36,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125539354775,sensor_aula_01,2026-05-16T12:55:39,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125542379493,sensor_aula_01,2026-05-16T12:55:42,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125545403770,sensor_aula_01,2026-05-16T12:55:45,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_125548429008,sensor_aula_01,2026-05-16T12:55:48,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125551453116,sensor_aula_01,2026-05-16T12:55:51,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125554477959,sensor_aula_01,2026-05-16T12:55:54,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125557502294,sensor_aula_01,2026-05-16T12:55:57,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125600526730,sensor_aula_01,2026-05-16T12:56:00,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125603551726,sensor_aula_01,2026-05-16T12:56:03,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_125606576946,sensor_aula_01,2026-05-16T12:56:06,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125609600850,sensor_aula_01,2026-05-16T12:56:09,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125612625654,sensor_aula_01,2026-05-16T12:56:12,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125615650335,sensor_aula_01,2026-05-16T12:56:15,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125618674819,sensor_aula_01,2026-05-16T12:56:18,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125621699582,sensor_aula_01,2026-05-16T12:56:21,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125624725384,sensor_aula_01,2026-05-16T12:56:24,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125627749024,sensor_aula_01,2026-05-16T12:56:27,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_125630774344,sensor_aula_01,2026-05-16T12:56:30,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125633798182,sensor_aula_01,2026-05-16T12:56:33,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125636823074,sensor_aula_01,2026-05-16T12:56:36,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125639847315,sensor_aula_01,2026-05-16T12:56:39,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125642872528,sensor_aula_01,2026-05-16T12:56:42,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125645896848,sensor_aula_01,2026-05-16T12:56:45,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125648921311,sensor_aula_01,2026-05-16T12:56:48,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125651946363,sensor_aula_01,2026-05-16T12:56:51,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125654971155,sensor_aula_01,2026-05-16T12:56:54,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125657995326,sensor_aula_01,2026-05-16T12:56:57,22.10,23.00,100.00,OK,arduino_serial
evt_20260516_125859778071,sensor_aula_01,2026-05-16T12:58:59,22.30,24.00,100.00,OK,arduino_serial
evt_20260516_125902802157,sensor_aula_01,2026-05-16T12:59:02,22.30,24.00,100.00,OK,arduino_serial
evt_20260516_125905827380,sensor_aula_01,2026-05-16T12:59:05,22.40,24.00,100.00,OK,arduino_serial
evt_20260516_125908851517,sensor_aula_01,2026-05-16T12:59:08,22.40,24.00,100.00,OK,arduino_serial
evt_20260516_125911876403,sensor_aula_01,2026-05-16T12:59:11,22.40,24.00,100.00,OK,arduino_serial
evt_20260516_125914901078,sensor_aula_01,2026-05-16T12:59:14,22.30,24.00,100.00,OK,arduino_serial
evt_20260516_125917925916,sensor_aula_01,2026-05-16T12:59:17,22.30,24.00,100.00,OK,arduino_serial
evt_20260516_125920950485,sensor_aula_01,2026-05-16T12:59:20,22.30,24.00,100.00,OK,arduino_serial
evt_20260516_125923975266,sensor_aula_01,2026-05-16T12:59:23,22.30,24.00,100.00,OK,arduino_serial
evt_20260516_125927000736,sensor_aula_01,2026-05-16T12:59:27,22.30,24.00,100.00,OK,arduino_serial
evt_20260516_125930024144,sensor_aula_01,2026-05-16T12:59:30,22.30,24.00,100.00,OK,arduino_serial
evt_20260516_125933049043,sensor_aula_01,2026-05-16T12:59:33,22.30,24.00,100.00,OK,arduino_serial
evt_20260516_125936074137,sensor_aula_01,2026-05-16T12:59:36,22.30,24.00,100.00,OK,arduino_serial
evt_20260516_125939098560,sensor_aula_01,2026-05-16T12:59:39,22.30,24.00,100.00,OK,arduino_serial
evt_20260516_125942122846,sensor_aula_01,2026-05-16T12:59:42,22.30,23.00,100.00,OK,arduino_serial
evt_20260516_125945147364,sensor_aula_01,2026-05-16T12:59:45,22.30,23.00,100.00,OK,arduino_serial
evt_20260516_125948172802,sensor_aula_01,2026-05-16T12:59:48,22.30,23.00,100.00,OK,arduino_serial
evt_20260516_125951196878,sensor_aula_01,2026-05-16T12:59:51,22.40,23.00,100.00,OK,arduino_serial
evt_20260516_125954221944,sensor_aula_01,2026-05-16T12:59:54,22.30,23.00,100.00,OK,arduino_serial
evt_20260516_125957246775,sensor_aula_01,2026-05-16T12:59:57,22.30,23.00,100.00,OK,arduino_serial
evt_20260516_130000271387,sensor_aula_01,2026-05-16T13:00:00,22.50,23.00,100.00,OK,arduino_serial
evt_20260516_130003295597,sensor_aula_01,2026-05-16T13:00:03,22.30,23.00,100.00,OK,arduino_serial
evt_20260516_130006320622,sensor_aula_01,2026-05-16T13:00:06,22.30,23.00,100.00,OK,arduino_serial
evt_20260516_130009345347,sensor_aula_01,2026-05-16T13:00:09,22.30,23.00,100.00,OK,arduino_serial
evt_20260516_130012369685,sensor_aula_01,2026-05-16T13:00:12,22.30,23.00,100.00,OK,arduino_serial
evt_20260516_130015394338,sensor_aula_01,2026-05-16T13:00:15,22.30,23.00,100.00,OK,arduino_serial
evt_20260516_130018418563,sensor_aula_01,2026-05-16T13:00:18,22.30,23.00,100.00,OK,arduino_serial
evt_20260516_130021443937,sensor_aula_01,2026-05-16T13:00:21,22.40,23.00,100.00,OK,arduino_serial
evt_20260516_130024469009,sensor_aula_01,2026-05-16T13:00:24,22.30,23.00,100.00,OK,arduino_serial
evt_20260516_130027492969,sensor_aula_01,2026-05-16T13:00:27,22.40,23.00,100.00,OK,arduino_serial
evt_20260516_130030517618,sensor_aula_01,2026-05-16T13:00:30,22.30,23.00,100.00,OK,arduino_serial
evt_20260516_130033541998,sensor_aula_01,2026-05-16T13:00:33,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_130036566874,sensor_aula_01,2026-05-16T13:00:36,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_130039591534,sensor_aula_01,2026-05-16T13:00:39,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_130042616459,sensor_aula_01,2026-05-16T13:00:42,22.30,23.00,100.00,OK,arduino_serial
evt_20260516_130045640875,sensor_aula_01,2026-05-16T13:00:45,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_130048665617,sensor_aula_01,2026-05-16T13:00:48,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_130051689820,sensor_aula_01,2026-05-16T13:00:51,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_130054714276,sensor_aula_01,2026-05-16T13:00:54,22.30,23.00,100.00,OK,arduino_serial
evt_20260516_130057739529,sensor_aula_01,2026-05-16T13:00:57,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_130100763748,sensor_aula_01,2026-05-16T13:01:00,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_130103789180,sensor_aula_01,2026-05-16T13:01:03,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_130106812995,sensor_aula_01,2026-05-16T13:01:06,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_130109837760,sensor_aula_01,2026-05-16T13:01:09,22.30,23.00,100.00,OK,arduino_serial
evt_20260516_130112863290,sensor_aula_01,2026-05-16T13:01:12,22.30,23.00,100.00,OK,arduino_serial
evt_20260516_130115888134,sensor_aula_01,2026-05-16T13:01:15,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_130118912645,sensor_aula_01,2026-05-16T13:01:18,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_130121937254,sensor_aula_01,2026-05-16T13:01:21,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_130124961107,sensor_aula_01,2026-05-16T13:01:24,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_130127985764,sensor_aula_01,2026-05-16T13:01:27,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_130131010585,sensor_aula_01,2026-05-16T13:01:31,22.30,23.00,100.00,OK,arduino_serial
evt_20260516_130134034874,sensor_aula_01,2026-05-16T13:01:34,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_130137059767,sensor_aula_01,2026-05-16T13:01:37,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_130140084328,sensor_aula_01,2026-05-16T13:01:40,22.20,23.00,100.00,OK,arduino_serial
evt_20260516_130143108455,sensor_aula_01,2026-05-16T13:01:43,22.30,23.00,100.00,OK,arduino_serial
